道具ID	道具名称ID	道具描述ID	道具图标	道具类型	道具的背包位置	道具品级	使用类型	资源ID	道具使用值	是否可以合成	合成需求和目标	是否可以叠加	是否可以出售	是否为战魂经验	战魂经验	卡片经验	徽章经验	秘籍经验	道具出售价格	道具金币价格	道具钻石价格	道具荣誉价格	道具试练币价格	道具公会币价格	觉醒碎片价格	来源
4060018	Item_ItemNameId_4060018	Item_ItemExplainId_4060018	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060019	Item_ItemNameId_4060019	Item_ItemExplainId_4060019	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060020	Item_ItemNameId_4060020	Item_ItemExplainId_4060020	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060021	Item_ItemNameId_4060021	Item_ItemExplainId_4060021	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060022	Item_ItemNameId_4060022	Item_ItemExplainId_4060022	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060023	Item_ItemNameId_4060023	Item_ItemExplainId_4060023	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060024	Item_ItemNameId_4060024	Item_ItemExplainId_4060024	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060025	Item_ItemNameId_4060025	Item_ItemExplainId_4060025	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060026	Item_ItemNameId_4060026	Item_ItemExplainId_4060026	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060027	Item_ItemNameId_4060027	Item_ItemExplainId_4060027	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060028	Item_ItemNameId_4060028	Item_ItemExplainId_4060028	Icon_Tscl1_107	6	2	2	1	14	5	0		1	1	0	0	0	0	0	100	2000	10	0	0	0	0	
4060501	Item_ItemNameId_4060501	Item_ItemExplainId_4060501	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060502	Item_ItemNameId_4060502	Item_ItemExplainId_4060502	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060503	Item_ItemNameId_4060503	Item_ItemExplainId_4060503	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060504	Item_ItemNameId_4060504	Item_ItemExplainId_4060504	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060505	Item_ItemNameId_4060505	Item_ItemExplainId_4060505	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060506	Item_ItemNameId_4060506	Item_ItemExplainId_4060506	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060507	Item_ItemNameId_4060507	Item_ItemExplainId_4060507	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060508	Item_ItemNameId_4060508	Item_ItemExplainId_4060508	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060509	Item_ItemNameId_4060509	Item_ItemExplainId_4060509	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060510	Item_ItemNameId_4060510	Item_ItemExplainId_4060510	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060511	Item_ItemNameId_4060511	Item_ItemExplainId_4060511	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060512	Item_ItemNameId_4060512	Item_ItemExplainId_4060512	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060513	Item_ItemNameId_4060513	Item_ItemExplainId_4060513	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060514	Item_ItemNameId_4060514	Item_ItemExplainId_4060514	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060515	Item_ItemNameId_4060515	Item_ItemExplainId_4060515	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060516	Item_ItemNameId_4060516	Item_ItemExplainId_4060516	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060517	Item_ItemNameId_4060517	Item_ItemExplainId_4060517	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060518	Item_ItemNameId_4060518	Item_ItemExplainId_4060518	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060519	Item_ItemNameId_4060519	Item_ItemExplainId_4060519	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060520	Item_ItemNameId_4060520	Item_ItemExplainId_4060520	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060521	Item_ItemNameId_4060521	Item_ItemExplainId_4060521	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060522	Item_ItemNameId_4060522	Item_ItemExplainId_4060522	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060523	Item_ItemNameId_4060523	Item_ItemExplainId_4060523	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060524	Item_ItemNameId_4060524	Item_ItemExplainId_4060524	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060525	Item_ItemNameId_4060525	Item_ItemExplainId_4060525	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060526	Item_ItemNameId_4060526	Item_ItemExplainId_4060526	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060527	Item_ItemNameId_4060527	Item_ItemExplainId_4060527	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4060528	Item_ItemNameId_4060528	Item_ItemExplainId_4060528	Icon_Tscl1_107	6	2	5	1	14	20	0		1	1	0	0	0	0	0	100	10000	10	0	0	0	0	
4061001	Item_ItemNameId_4061001	Item_ItemExplainId_4061001	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061002	Item_ItemNameId_4061002	Item_ItemExplainId_4061002	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061003	Item_ItemNameId_4061003	Item_ItemExplainId_4061003	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061004	Item_ItemNameId_4061004	Item_ItemExplainId_4061004	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061005	Item_ItemNameId_4061005	Item_ItemExplainId_4061005	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061006	Item_ItemNameId_4061006	Item_ItemExplainId_4061006	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061007	Item_ItemNameId_4061007	Item_ItemExplainId_4061007	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061008	Item_ItemNameId_4061008	Item_ItemExplainId_4061008	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061009	Item_ItemNameId_4061009	Item_ItemExplainId_4061009	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061010	Item_ItemNameId_4061010	Item_ItemExplainId_4061010	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061011	Item_ItemNameId_4061011	Item_ItemExplainId_4061011	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061012	Item_ItemNameId_4061012	Item_ItemExplainId_4061012	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061013	Item_ItemNameId_4061013	Item_ItemExplainId_4061013	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061014	Item_ItemNameId_4061014	Item_ItemExplainId_4061014	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061015	Item_ItemNameId_4061015	Item_ItemExplainId_4061015	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061016	Item_ItemNameId_4061016	Item_ItemExplainId_4061016	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061017	Item_ItemNameId_4061017	Item_ItemExplainId_4061017	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061018	Item_ItemNameId_4061018	Item_ItemExplainId_4061018	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061019	Item_ItemNameId_4061019	Item_ItemExplainId_4061019	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061020	Item_ItemNameId_4061020	Item_ItemExplainId_4061020	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061021	Item_ItemNameId_4061021	Item_ItemExplainId_4061021	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061022	Item_ItemNameId_4061022	Item_ItemExplainId_4061022	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061023	Item_ItemNameId_4061023	Item_ItemExplainId_4061023	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061024	Item_ItemNameId_4061024	Item_ItemExplainId_4061024	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061025	Item_ItemNameId_4061025	Item_ItemExplainId_4061025	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061026	Item_ItemNameId_4061026	Item_ItemExplainId_4061026	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061027	Item_ItemNameId_4061027	Item_ItemExplainId_4061027	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4061028	Item_ItemNameId_4061028	Item_ItemExplainId_4061028	Icon_Tscl1_107	6	2	9	1	14	60	0		1	1	0	0	0	0	0	100	60000	10	0	0	0	0	
4070001	Item_ItemNameId_4070001	Item_ItemExplainId_4070001	head0001	7	3	9	0	0	0	1	100:1000001	1	0	1	15	0	0	0	0	0	40	0	0	0	0	1:20204,1:20603,1:20704,1:21105,1:21501,1:22002,1:22102
4070002	Item_ItemNameId_4070002	Item_ItemExplainId_4070002	head0002	7	3	9	0	0	0	1	50:1000002	1	0	1	15	0	0	0	0	50000	40	0	0	0	0	1:20202,1:21104,1:21904
4070003	Item_ItemNameId_4070003	Item_ItemExplainId_4070003	head0003	7	3	9	0	0	0	1	100:1000003	1	0	1	15	0	0	0	0	0	0	0	270	0	0	1:21503,1:21605
4070004	Item_ItemNameId_4070004	Item_ItemExplainId_4070004	head0004	7	3	9	0	0	0	1	50:1000004	1	0	1	15	0	0	0	0	50000	40	0	0	0	0	1:20502,1:20802,1:21602
4070005	Item_ItemNameId_4070005	Item_ItemExplainId_4070005	head0005	7	3	9	0	0	0	1	50:1000005	1	0	1	15	0	0	0	0	50000	50	0	160	0	0	1:20304,1:20503,1:21004,1:21203,1:22004,1:22104
4070006	Item_ItemNameId_4070006	Item_ItemExplainId_4070006	head0006	7	3	9	0	0	0	1	100:1000006	1	0	1	15	0	0	0	0	0	0	270	0	0	0	1:20805,1:21003,1:21604,1:21703
4070007	Item_ItemNameId_4070007	Item_ItemExplainId_4070007	head0007	7	3	9	0	0	0	1	100:1000007	1	0	1	15	0	0	0	0	0	40	0	0	0	0	1:21205,1:21805
4070008	Item_ItemNameId_4070008	Item_ItemExplainId_4070008	head0008	7	3	9	0	0	0	1	100:1000008	1	0	1	15	0	0	0	0	0	40	0	0	0	0	1:21005,1:21201
4070009	Item_ItemNameId_4070009	Item_ItemExplainId_4070009	head0009	7	3	9	0	0	0	1	100:1000009	1	0	1	15	0	0	0	0	0	50	0	0	240	0	1:20705,1:20903,1:21402,1:21804
4070010	Item_ItemNameId_4070010	Item_ItemExplainId_4070010	head0010	7	3	9	0	0	0	1	100:1000010	1	0	1	15	0	0	0	0	0	0	0	270	0	0	1:20605,1:21303,1:21405
4070011	Item_ItemNameId_4070011	Item_ItemExplainId_4070011	head0011	7	3	9	0	0	0	1	150:1000011	1	0	1	15	0	0	0	0	0	40	0	0	0	0	1:20904,1:21505
4070012	Item_ItemNameId_4070012	Item_ItemExplainId_4070012	head0012	7	3	14	0	0	0	1	150:1000012	1	0	1	15	0	0	0	0	0	0	0	0	0	0	
4070013	Item_ItemNameId_4070013	Item_ItemExplainId_4070013	head0013	7	3	14	0	0	0	1	150:1000013	1	0	1	15	0	0	0	0	0	0	0	0	0	0	
4070014	Item_ItemNameId_4070014	Item_ItemExplainId_4070014	head0014	7	3	14	0	0	0	1	150:1000014	1	0	1	15	0	0	0	0	0	40	0	0	0	0	
4070015	Item_ItemNameId_4070015	Item_ItemExplainId_4070015	head0015	7	3	14	0	0	0	1	150:1000015	1	0	1	15	0	0	0	0	0	0	0	0	0	0	
4070016	Item_ItemNameId_4070016	Item_ItemExplainId_4070016	head0016	7	3	9	0	0	0	1	100:1000016	1	0	1	15	0	0	0	0	0	40	0	0	0	0	1:20505,1:21301,1:21404,1:22005
4070017	Item_ItemNameId_4070017	Item_ItemExplainId_4070017	head0017	7	3	9	0	0	0	1	50:1000017	1	0	1	15	0	0	0	0	50000	50	0	160	0	0	1:20402,1:21002
4070018	Item_ItemNameId_4070018	Item_ItemExplainId_4070018	head0018	7	3	9	0	0	0	1	50:1000018	1	0	1	15	0	0	0	0	50000	40	0	0	0	0	1:20102,1:20401,1:20803,1:21102,1:21802
4070019	Item_ItemNameId_4070019	Item_ItemExplainId_4070019	head0019	7	3	9	0	0	0	1	150:1000019	1	0	1	15	0	0	0	0	0	0	270	0	0	0	1:21305,1:21403
4070020	Item_ItemNameId_4070020	Item_ItemExplainId_4070020	head0020	7	3	9	0	0	0	1	50:1000020	1	0	1	15	0	0	0	0	50000	40	0	0	0	0	1:20302,1:20804,1:21704
4070021	Item_ItemNameId_4070021	Item_ItemExplainId_4070021	head0021	7	3	9	0	0	0	1	50:1000021	1	0	1	15	0	0	0	0	50000	50	0	0	160	0	1:20604,1:21204,1:21902
4070022	Item_ItemNameId_4070022	Item_ItemExplainId_4070022	head0022	7	3	9	0	0	0	1	50:1000022	1	0	1	15	0	0	0	0	50000	50	0	0	160	0	1:20303,1:21103,1:21304
4070023	Item_ItemNameId_4070023	Item_ItemExplainId_4070023	head0023	7	3	9	0	0	0	1	50:1000023	1	0	1	15	0	0	0	0	50000	50	160	0	0	0	1:20404,1:20905
4070024	Item_ItemNameId_4070024	Item_ItemExplainId_4070024	head0024	7	3	9	0	0	0	1	100:1000024	1	0	1	15	0	0	0	0	50000	50	180	0	0	0	1:20602,1:20901,1:21502,1:21701
4070025	Item_ItemNameId_4070025	Item_ItemExplainId_4070025	head0025	7	3	9	0	0	0	1	50:1000025	1	0	1	15	0	0	0	0	50000	50	0	160	0	0	1:20504,1:20703,1:21202,1:21905
4070026	Item_ItemNameId_4070026	Item_ItemExplainId_4070026	head0026	7	3	9	0	0	0	1	100:1000026	1	0	1	15	0	0	0	0	0	40	0	0	0	0	1:21302,1:21702
4070027	Item_ItemNameId_4070027	Item_ItemExplainId_4070027	head0027	7	3	9	0	0	0	1	100:1000027	1	0	1	15	0	0	0	0	50000	50	160	0	0	0	1:20702,1:21504,1:21603,1:21705
4070028	Item_ItemNameId_4070028	Item_ItemExplainId_4070028	head0028	7	3	9	0	0	0	1	30:1000028	1	0	1	15	0	0	0	0	50000	50	0	0	160	0	1:20101,1:20403,1:20902
4080001	Item_ItemNameId_4080001	Item_ItemExplainId_4080001	Icon_Tscl1_220	8	4	2	0	0	0	0		1	1	1	1	100	0	0	100	0	1	3	3	0	0	
4080002	Item_ItemNameId_4080002	Item_ItemExplainId_4080002	Icon_Tscl1_221	8	4	2	0	0	0	0		1	1	1	2	300	0	0	100	0	2	10	10	0	0	
4080003	Item_ItemNameId_4080003	Item_ItemExplainId_4080003	Icon_Tscl1_222	8	4	5	0	0	0	0		1	1	1	3	1000	0	0	100	0	3	35	35	0	0	
4080004	Item_ItemNameId_4080004	Item_ItemExplainId_4080004	Icon_Tscl1_223	8	4	9	0	0	0	0		1	1	1	6	3000	0	0	100	0	10	100	100	0	0	
4080005	Item_ItemNameId_4080005	Item_ItemExplainId_4080005	Icon_Tscl1_224	8	4	9	0	0	0	0		1	1	1	12	10000	0	0	100	0	35	350	350	0	0	
4080006	Item_ItemNameId_4080006	Item_ItemExplainId_4080006	Icon_Tscl1_225	8	4	9	0	0	0	0		1	1	1	20	30000	0	0	100	0	100	1000	1000	0	0	
4090001	Item_ItemNameId_4090001	Item_ItemExplainId_4090001	Icon_Tscl1_226	9	4	1	0	0	0	0		1	1	0	0	0	0	0	500	0	0	0	0	0	0	
4090002	Item_ItemNameId_4090002	Item_ItemExplainId_4090002	Icon_Tscl1_227	9	4	2	0	0	0	0		1	1	0	0	0	0	0	1000	0	0	0	0	0	0	
4090003	Item_ItemNameId_4090003	Item_ItemExplainId_4090003	Icon_Tscl1_228	9	4	2	0	0	0	0		1	1	0	0	0	0	0	1000	0	0	0	0	0	0	
4090004	Item_ItemNameId_4090004	Item_ItemExplainId_4090004	Icon_Tscl1_229	9	4	5	0	0	0	0		1	1	0	0	0	0	0	3000	0	0	0	0	0	0	
4090005	Item_ItemNameId_4090005	Item_ItemExplainId_4090005	Icon_Tscl1_230	9	4	9	0	0	0	0		1	1	0	0	0	0	0	10000	0	0	0	0	0	0	
4090006	Item_ItemNameId_4090006	Item_ItemExplainId_4090006	Icon_Tscl1_231	9	4	1	0	0	0	0		1	1	0	0	0	0	0	100	0	0	0	0	0	0	
4090007	Item_ItemNameId_4090007	Item_ItemExplainId_4090007	Icon_Tscl1_232	9	4	1	0	0	0	0		1	1	0	0	0	0	0	500	0	0	0	0	0	0	
4090008	Item_ItemNameId_4090008	Item_ItemExplainId_4090008	Icon_Tscl1_233	9	4	1	0	0	0	0		1	1	0	0	0	0	0	1000	0	0	3	3	0	0	
4090009	Item_ItemNameId_4090009	Item_ItemExplainId_4090009	Icon_Tscl1_234	9	4	5	0	0	0	0		1	1	0	0	0	0	0	5000	0	0	15	15	0	0	
4090010	Item_ItemNameId_4090010	Item_ItemExplainId_4090010	Icon_Tscl1_235	9	4	5	0	0	0	0		1	1	0	0	0	0	0	10000	0	0	30	30	40	0	
4100001	Item_ItemNameId_4100001	Item_ItemExplainId_4100001	Icon_Tscl1_236	10	4	9	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4100002	Item_ItemNameId_4100002	Item_ItemExplainId_4100002	Icon_Tscl1_237	10	4	9	0	0	0	0		1	1	1	10	0	0	0	100	0	0	0	0	50	0	
4100003	Item_ItemNameId_4100003	Item_ItemExplainId_4100003	Icon_Tscl1_238	10	4	9	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4100004	Item_ItemNameId_4100004	Item_ItemExplainId_4100004	Icon_Tscl1_239	10	1	14	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	21	
4100005	Item_ItemNameId_4100005	Item_ItemExplainId_4100005	Icon_Tscl1_240	10	2	14	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4100006	Item_ItemNameId_4100006	Item_ItemExplainId_4100006	Icon_Tscl1_241	10	2	9	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4100007	Item_ItemNameId_4100007	Item_ItemExplainId_4100007	Icon_Tscl1_242	10	4	14	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110001	Item_ItemNameId_4110001	Item_ItemExplainId_4110001	Icon_Tscl1_243	11	4	2	1	3	10	0		1	1	0	0	0	0	0	100	0	0	0	0	0	0	
4110002	Item_ItemNameId_4110002	Item_ItemExplainId_4110002	Icon_Tscl1_244	11	4	5	1	3	60	0		1	1	0	0	0	0	0	100	0	0	0	0	0	0	
4110101	Item_ItemNameId_4110101	Item_ItemExplainId_4110101	Icon_Tscl1_245	11	4	9	1	2	88	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110102	Item_ItemNameId_4110102	Item_ItemExplainId_4110102	Icon_Tscl1_246	11	4	9	1	2	128	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110103	Item_ItemNameId_4110103	Item_ItemExplainId_4110103	Icon_Tscl1_247	11	4	9	1	2	188	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110104	Item_ItemNameId_4110104	Item_ItemExplainId_4110104	Icon_Tscl1_248	11	4	9	1	2	288	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110105	Item_ItemNameId_4110105	Item_ItemExplainId_4110105	Icon_Tscl1_249	11	4	9	1	2	388	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110106	Item_ItemNameId_4110106	Item_ItemExplainId_4110106	Icon_Tscl1_250	11	4	9	1	2	488	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110107	Item_ItemNameId_4110107	Item_ItemExplainId_4110107	Icon_Tscl1_251	11	4	9	1	2	588	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110201	Item_ItemNameId_4110201	Item_ItemExplainId_4110201	Icon_Tscl1_252	11	4	2	2	0	0	0		1	1	0	0	0	0	0	100	0	0	0	0	0	0	
4110202	Item_ItemNameId_4110202	Item_ItemExplainId_4110202	Icon_Tscl1_253	11	4	5	2	0	0	0		1	1	0	0	0	0	0	100	0	0	0	0	0	0	
4110203	Item_ItemNameId_4110203	Item_ItemExplainId_4110203	Icon_Tscl1_254	11	4	9	2	0	0	0		1	1	0	0	0	0	0	100	0	0	200	200	0	6	
4110204	Item_ItemNameId_4110204	Item_ItemExplainId_4110204	Icon_Tscl1_255	11	4	9	2	0	0	0		1	1	0	0	0	0	0	100	22500	15	0	0	0	0	
4110301	Item_ItemNameId_4110301	Item_ItemExplainId_4110301	Icon_Tscl1_256	11	4	9	2	0	0	0		1	1	0	0	0	0	0	100	0	0	0	0	0	0	
4100008	Item_ItemNameId_4100008	Item_ItemExplainId_4100008	Icon_Tscl1_257	10	4	14	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4140001	Item_ItemNameId_4100008	Item_ItemExplainId_4100008	Icon_Tscl1_258	14	4	9	0	0	0	0		1	0	1	5	0	0	0	0	0	0	0	0	0	0	
4110401	Item_ItemNameId_4110401	Item_ItemExplainId_4110401	Icon_Tscl1_253	11	4	5	2	20431	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110402	Item_ItemNameId_4110402	Item_ItemExplainId_4110402	Icon_Tscl1_254	11	4	9	2	20432	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4999999	Item_ItemNameId_4110402	Item_ItemExplainId_4110402	Icon_Tscl1_254	14	4	14	2	50001	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110501	Item_ItemNameId_4110501	Item_ItemExplainId_4110501	Icon_Tscl1_254	11	4	14	2	20435	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110502	Item_ItemNameId_4110502	Item_ItemExplainId_4110502	Icon_Tscl1_254	11	4	14	2	20436	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110503	Item_ItemNameId_4110503	Item_ItemExplainId_4110503	Icon_Tscl1_254	11	4	14	2	20437	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110504	Item_ItemNameId_4110504	Item_ItemExplainId_4110504	Icon_Tscl1_254	11	4	5	2	20438	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110505	Item_ItemNameId_4110505	Item_ItemExplainId_4110505	Icon_Tscl1_254	11	4	9	2	20439	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110506	Item_ItemNameId_4110506	Item_ItemExplainId_4110506	Icon_Tscl1_254	11	4	14	2	20440	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110507	Item_ItemNameId_4110507	Item_ItemExplainId_4110507	Icon_Tscl1_254	11	4	14	2	20452	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110508	Item_ItemNameId_4110508	Item_ItemExplainId_4110508	Icon_Tscl1_254	11	4	14	2	20453	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110509	Item_ItemNameId_4110509	Item_ItemExplainId_4110509	Icon_Tscl1_254	11	4	14	2	20454	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110510	Item_ItemNameId_4110510	Item_ItemExplainId_4110510	Icon_Tscl1_254	11	4	14	2	20455	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110511	Item_ItemNameId_4110511	Item_ItemExplainId_4110511	Icon_Tscl1_254	11	4	14	2	20456	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110512	Item_ItemNameId_4110512	Item_ItemExplainId_4110512	Icon_Tscl1_254	11	4	14	2	20457	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	
