怪物ID	卡片ID	初始怒气	攻击怒气	被击怒气	击杀怒气	攻击	防御	生命	伤害	免伤	暴击	抗暴	暴击强度	破档	格挡	格挡强度	治疗	吸血	反伤	控制率	免控	是否物品怪	形象模型阶段	怪物是否为觉醒	小技能释放概率	小技能等级	怒气技能等级	被动1等级	被动2等级	被动3等级	被动4等级	卡片战魂等级
1119	1000021	0	200	10000	300	2727	1202	51886	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1120	1000007	0	200	10000	300	4570	1487	59025	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1121	1000008	0	200	10000	300	3594	1593	70650	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1122	1000019	0	200	10000	300	8040	1790	85240	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1123	2000101	-1000000	200	10000	300	4481	624	10027	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1124	2000102	-1000000	200	10000	300	4481	624	10027	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1125	2000104	-1000000	200	10000	300	4481	624	10027	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1126	2000105	-1000000	200	10000	300	4481	624	10027	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1127	2000106	-1000000	200	10000	300	4481	624	10027	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1128	2000109	-1000000	200	10000	300	4481	624	10027	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1129	1000007	0	200	10000	300	6537	1781	81936	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1130	1000016	0	200	10000	300	4187	1907	99897	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1131	1000009	0	200	10000	300	6537	1781	81936	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1132	1000010	0	200	10000	300	4187	1907	99897	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1133	1000021	0	200	10000	300	3247	1445	74022	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1134	1000005	0	200	10000	300	4965	1361	60768	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1135	1000018	0	200	10000	300	3247	1445	74022	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1136	1000004	0	200	10000	300	3247	1445	74022	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1137	1000020	0	200	10000	300	3247	1445	74022	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1138	1000006	0	200	10000	300	7484	1517	67776	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1139	1000002	0	200	10000	300	4965	1361	60768	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1140	1000001	0	200	10000	300	7484	1517	67776	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1141	2000101	-1000000	200	10000	300	6123	704	11551	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1142	2000102	-1000000	200	10000	300	6123	704	11551	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1143	2000104	-1000000	200	10000	300	6123	704	11551	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1144	2000105	-1000000	200	10000	300	6123	704	11551	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1145	2000106	-1000000	200	10000	300	6123	704	11551	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1146	2000109	-1000000	200	10000	300	6123	704	11551	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1147	1000021	0	200	10000	300	3822	1713	89045	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1148	1000025	0	200	10000	300	6060	1615	69912	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1149	1000007	0	200	10000	300	7906	2105	93942	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1150	1000017	0	200	10000	300	6060	1615	69912	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1151	1000018	0	200	10000	300	3822	1713	89045	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1152	1000003	0	200	10000	300	4890	2251	119425	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1153	1000010	0	200	10000	300	4890	2251	119425	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1154	1000016	0	200	10000	300	4890	2251	119425	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1155	1000026	0	200	10000	300	7906	2105	93942	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1156	1000022	0	200	10000	300	6803	1407	57756	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1157	1000024	0	200	10000	300	9015	1799	77781	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1158	1000009	0	200	10000	300	7906	2105	93942	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1159	1000006	0	200	10000	300	9015	1799	77781	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1160	2000101	-1000000	200	10000	300	7452	827	15394	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1161	2000102	-1000000	200	10000	300	7452	827	15394	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1162	2000104	-1000000	200	10000	300	7452	827	15394	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1163	2000105	-1000000	200	10000	300	7452	827	15394	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1164	2000106	-1000000	200	10000	300	7452	827	15394	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1165	2000109	-1000000	200	10000	300	7452	827	15394	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1166	1000007	0	200	10000	300	10384	2738	117000	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1167	1000017	0	200	10000	300	7934	2080	86544	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1168	1000005	0	200	10000	300	7934	2080	86544	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1169	1000018	0	200	10000	300	4754	2212	116015	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1170	1000026	0	200	10000	300	10384	2738	117000	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1171	1000001	0	200	10000	300	11848	2331	96996	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1172	1000002	0	200	10000	300	7934	2080	86544	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1173	1000010	0	200	10000	300	6108	2935	156318	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1174	1000024	0	200	10000	300	11848	2331	96996	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1175	1000016	0	200	10000	300	6108	2935	156318	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1176	1000006	0	200	10000	300	11848	2331	96996	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1177	1000009	0	200	10000	300	10384	2738	117000	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1178	1000023	0	200	10000	300	4754	2212	116015	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1179	1000028	0	200	10000	300	8914	1805	71616	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1180	1000011	0	200	10000	300	20751	2910	173136	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1181	2000101	-1000000	200	10000	300	9248	1101	21074	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1182	2000102	-1000000	200	10000	300	9248	1101	21074	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1183	2000104	-1000000	200	10000	300	9248	1101	21074	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1184	2000105	-1000000	200	10000	300	9248	1101	21074	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1185	2000106	-1000000	200	10000	300	9248	1101	21074	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1186	2000109	-1000000	200	10000	300	9248	1101	21074	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1187	1000018	0	200	10000	300	5745	2671	142838	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1188	1000006	0	200	10000	300	14333	2796	113184	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1189	1000016	0	200	10000	300	7249	3487	189106	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1190	1000006	0	200	10000	300	14333	2796	113184	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1191	1000025	0	200	10000	300	9816	2522	103122	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1192	1000002	0	200	10000	300	9816	2522	103122	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1193	1000020	0	200	10000	300	5745	2671	142838	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1194	1000008	0	200	10000	300	7249	3487	189106	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1195	1000007	0	200	10000	300	12628	3265	136980	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1196	1000026	0	200	10000	300	12628	3265	136980	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1197	1000004	0	200	10000	300	5745	2671	142838	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1198	1000019	0	200	10000	300	21147	1492	115786	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1199	1000012	0	200	10000	300	21147	5492	238554	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1200	2000101	-1000000	200	10000	300	13706	1252	23606	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1201	2000102	-1000000	200	10000	300	13706	1252	23606	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1202	2000104	-1000000	200	10000	300	13706	1252	23606	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1203	2000105	-1000000	200	10000	300	13706	1252	23606	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1204	2000106	-1000000	200	10000	300	13706	1252	23606	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1205	2000109	-1000000	200	10000	300	13706	1252	23606	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1206	1000003	0	200	10000	300	9808	3941	246209	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1207	1000021	0	200	10000	300	7811	3025	186626	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1208	1000007	0	200	10000	300	16611	3691	152316	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1209	1000008	0	200	10000	300	9808	3941	246209	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1210	1000022	0	200	10000	300	16175	2503	94764	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1211	1000028	0	200	10000	300	16175	2503	94764	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1212	1000004	0	200	10000	300	7811	3025	186626	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1213	1000020	0	200	10000	300	7811	3025	186626	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1214	1000023	0	200	10000	300	7811	3025	186626	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1215	1000005	0	200	10000	300	12990	2859	114876	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1216	1000026	0	200	10000	300	16611	3691	152316	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1217	1000010	0	200	10000	300	9808	3941	246209	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1218	1000006	0	200	10000	300	21013	3169	125964	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1219	1000011	0	200	10000	300	35640	5166	219564	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1220	2000101	-1000000	200	10000	300	16697	1413	30243	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1221	2000102	-1000000	200	10000	300	16697	1413	30243	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1222	2000104	-1000000	200	10000	300	16697	1413	30243	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1223	2000105	-1000000	200	10000	300	16697	1413	30243	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1224	2000106	-1000000	200	10000	300	16697	1413	30243	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1225	2000109	-1000000	200	10000	300	16697	1413	30243	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1226	1000018	0	200	10000	300	10366	3644	239603	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1227	1000002	0	200	10000	300	16748	3437	152098	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1228	1000020	0	200	10000	300	10366	3644	239603	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1229	1000017	0	200	10000	300	16748	3437	152098	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1230	1000005	0	200	10000	300	16748	3437	152098	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1231	1000009	0	200	10000	300	21499	4473	202865	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1232	1000003	0	200	10000	300	11660	4963	277676	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1233	1000026	0	200	10000	300	21499	4473	202865	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1234	1000023	0	200	10000	300	10366	3644	239603	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1235	1000001	0	200	10000	300	26992	3829	171700	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1236	1000006	0	200	10000	300	26992	3829	171700	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1237	1000025	0	200	10000	300	16748	3437	152098	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1238	1000024	0	200	10000	300	26992	3829	171700	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1239	2000101	-1000000	200	10000	300	20811	1585	33523	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1240	2000102	-1000000	200	10000	300	20811	1585	33523	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1241	2000104	-1000000	200	10000	300	20811	1585	33523	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1242	2000105	-1000000	200	10000	300	20811	1585	33523	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1243	2000106	-1000000	200	10000	300	20811	1585	33523	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1244	2000109	-1000000	200	10000	300	20811	1585	33523	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1245	1000027	0	200	10000	300	29948	4264	188639	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1246	1000021	0	200	10000	300	11570	4059	264690	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1247	1000016	0	200	10000	300	14525	5313	350266	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1248	1000023	0	200	10000	300	11570	4059	264690	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1249	1000003	0	200	10000	300	14525	5313	350266	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1250	1000007	0	200	10000	300	23911	4971	222750	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1251	1000010	0	200	10000	300	14525	5313	350266	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1252	1000002	0	200	10000	300	18711	3831	167364	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1253	1000012	0	200	10000	300	39632	8391	388962	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1254	1000026	0	200	10000	300	23911	4971	222750	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1255	1000001	0	200	10000	300	29948	4264	188639	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1256	2000101	-1000000	200	10000	300	23898	1930	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1257	2000102	-1000000	200	10000	300	23898	1930	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1258	2000104	-1000000	200	10000	300	23898	1930	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1259	2000105	-1000000	200	10000	300	23898	1930	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1260	2000106	-1000000	200	10000	300	23898	1930	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1261	2000109	-1000000	200	10000	300	23898	1930	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1262	1000028	0	200	10000	300	26250	3895	160335	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1263	1000004	0	200	10000	300	13265	4643	301041	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1264	1000018	0	200	10000	300	13265	4643	301041	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1265	1000009	0	200	10000	300	27054	5643	250391	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1266	1000003	0	200	10000	300	16478	6017	394405	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1267	1000005	0	200	10000	300	21379	4393	190148	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1268	1000022	0	200	10000	300	26250	3895	160335	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1269	1000008	0	200	10000	300	16478	6017	394405	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1270	1000026	0	200	10000	300	27054	5643	250391	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1271	1000010	0	200	10000	300	16478	6017	394405	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1272	1000020	0	200	10000	300	13265	4643	301041	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1273	1000027	0	200	10000	300	33764	4859	211654	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1274	1000024	0	200	10000	300	33764	4859	211654	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1275	1000019	0	200	10000	300	44203	9391	399472	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1276	1000001	0	200	10000	300	33764	4859	211654	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1277	1000007	0	200	10000	300	27054	5643	250391	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1278	1000012	0	200	10000	300	44203	9391	431123	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1279	2000101	-1000000	200	10000	300	26455	2129	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1280	2000102	-1000000	200	10000	300	26455	2129	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1281	2000104	-1000000	200	10000	300	26455	2129	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1282	2000105	-1000000	200	10000	300	26455	2129	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1283	2000106	-1000000	200	10000	300	26455	2129	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1284	2000109	-1000000	200	10000	300	26455	2129	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1285	1000018	0	200	10000	300	15163	5382	344165	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1286	1000006	0	200	10000	300	38927	5646	243239	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1287	1000016	0	200	10000	300	18913	7019	453369	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1288	1000024	0	200	10000	300	38927	5646	243239	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1289	1000025	0	200	10000	300	24521	5085	217161	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1290	1000002	0	200	10000	300	24521	5085	217161	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1291	1000020	0	200	10000	300	15163	5382	344165	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
