主id	名称	星级	品质	等级	战斗力	头像	宣言	前排怪1	前排怪2	前排怪3	后排1	后排2	后排3
1149	穆罕穆德超156	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1150	穆罕穆德超157	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1151	穆罕穆德超158	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1152	穆罕穆德超159	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1153	穆罕穆德超160	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1154	穆罕穆德超161	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1155	穆罕穆德超162	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1156	穆罕穆德超163	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1157	穆罕穆德超164	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1158	穆罕穆德超165	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1159	穆罕穆德超166	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1160	穆罕穆德超167	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1161	穆罕穆德超168	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1162	穆罕穆德超169	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1163	穆罕穆德超170	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1164	穆罕穆德超171	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1165	穆罕穆德超172	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1166	穆罕穆德超173	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1167	穆罕穆德超174	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1168	穆罕穆德超175	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1169	穆罕穆德超176	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1170	穆罕穆德超177	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1171	穆罕穆德超178	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1172	穆罕穆德超179	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1173	穆罕穆德超180	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1174	穆罕穆德超181	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1175	穆罕穆德超182	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1176	穆罕穆德超183	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1177	穆罕穆德超184	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1178	穆罕穆德超185	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1179	穆罕穆德超186	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1180	穆罕穆德超187	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1181	穆罕穆德超188	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1182	穆罕穆德超189	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1183	穆罕穆德超190	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1184	穆罕穆德超191	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1185	穆罕穆德超192	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1186	穆罕穆德超193	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1187	穆罕穆德超194	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1188	穆罕穆德超195	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1189	穆罕穆德超196	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1190	穆罕穆德超197	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1191	穆罕穆德超198	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1192	穆罕穆德超199	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1193	穆罕穆德超200	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1194	穆罕穆德超201	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1195	穆罕穆德超202	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1196	穆罕穆德超203	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1197	穆罕穆德超204	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1198	穆罕穆德超205	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1199	穆罕穆德超206	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1200	穆罕穆德超207	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1201	穆罕穆德超208	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1202	穆罕穆德超209	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1203	穆罕穆德超210	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1204	穆罕穆德超211	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1205	穆罕穆德超212	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1206	穆罕穆德超213	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1207	穆罕穆德超214	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1208	穆罕穆德超215	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1209	穆罕穆德超216	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1210	穆罕穆德超217	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1211	穆罕穆德超218	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1212	穆罕穆德超219	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1213	穆罕穆德超220	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1214	穆罕穆德超221	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1215	穆罕穆德超222	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1216	穆罕穆德超223	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1217	穆罕穆德超224	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1218	穆罕穆德超225	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1219	穆罕穆德超226	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1220	穆罕穆德超227	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1221	穆罕穆德超228	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1222	穆罕穆德超229	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1223	穆罕穆德超230	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1224	穆罕穆德超231	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1225	穆罕穆德超232	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1226	穆罕穆德超233	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1227	穆罕穆德超234	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1228	穆罕穆德超235	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1229	穆罕穆德超236	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1230	穆罕穆德超237	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1231	穆罕穆德超238	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1232	穆罕穆德超239	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1233	穆罕穆德超240	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1234	穆罕穆德超241	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1235	穆罕穆德超242	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1236	穆罕穆德超243	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1237	穆罕穆德超244	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1238	穆罕穆德超245	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1239	穆罕穆德超246	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1240	穆罕穆德超247	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1241	穆罕穆德超248	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1242	穆罕穆德超249	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1243	穆罕穆德超250	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1244	穆罕穆德超251	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1245	穆罕穆德超252	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1246	穆罕穆德超253	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1247	穆罕穆德超254	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1248	穆罕穆德超255	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1249	穆罕穆德超256	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1250	穆罕穆德超257	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1251	穆罕穆德超258	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1252	穆罕穆德超259	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1253	穆罕穆德超260	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1254	穆罕穆德超261	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1255	穆罕穆德超262	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1256	穆罕穆德超263	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1257	穆罕穆德超264	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1258	穆罕穆德超265	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1259	穆罕穆德超266	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1260	穆罕穆德超267	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1261	穆罕穆德超268	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1262	穆罕穆德超269	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1263	穆罕穆德超270	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1264	穆罕穆德超271	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1265	穆罕穆德超272	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1266	穆罕穆德超273	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1267	穆罕穆德超274	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1268	穆罕穆德超275	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1269	穆罕穆德超276	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1270	穆罕穆德超277	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1271	穆罕穆德超278	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1272	穆罕穆德超279	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1273	穆罕穆德超280	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1274	穆罕穆德超281	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1275	穆罕穆德超282	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1276	穆罕穆德超283	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1277	穆罕穆德超284	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1278	穆罕穆德超285	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1279	穆罕穆德超286	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1280	穆罕穆德超287	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1281	穆罕穆德超288	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1282	穆罕穆德超289	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1283	穆罕穆德超290	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1284	穆罕穆德超291	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1285	穆罕穆德超292	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1286	穆罕穆德超293	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1287	穆罕穆德超294	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1288	穆罕穆德超295	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1289	穆罕穆德超296	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1290	穆罕穆德超297	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1291	穆罕穆德超298	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1292	穆罕穆德超299	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1293	穆罕穆德超300	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1294	穆罕穆德超301	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1295	穆罕穆德超302	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1296	穆罕穆德超303	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1297	穆罕穆德超304	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1298	穆罕穆德超305	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1299	穆罕穆德超306	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1300	穆罕穆德超307	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1301	穆罕穆德超308	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1302	穆罕穆德超309	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1303	穆罕穆德超310	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1304	穆罕穆德超311	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1305	穆罕穆德超312	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1306	穆罕穆德超313	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1307	穆罕穆德超314	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1308	穆罕穆德超315	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1309	穆罕穆德超316	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1310	穆罕穆德超317	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1311	穆罕穆德超318	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1312	穆罕穆德超319	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1313	穆罕穆德超320	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1314	穆罕穆德超321	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1315	穆罕穆德超322	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1316	穆罕穆德超323	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1317	穆罕穆德超324	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1318	穆罕穆德超325	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1319	穆罕穆德超326	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1320	穆罕穆德超327	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1321	穆罕穆德超328	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1322	穆罕穆德超329	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1323	穆罕穆德超330	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1324	穆罕穆德超331	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1325	穆罕穆德超332	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1326	穆罕穆德超333	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1327	穆罕穆德超334	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1328	穆罕穆德超335	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1329	穆罕穆德超336	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1330	穆罕穆德超337	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1331	穆罕穆德超338	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1332	穆罕穆德超339	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1333	穆罕穆德超340	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1334	穆罕穆德超341	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1335	穆罕穆德超342	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1336	穆罕穆德超343	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1337	穆罕穆德超344	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1338	穆罕穆德超345	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1339	穆罕穆德超346	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1340	穆罕穆德超347	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1341	穆罕穆德超348	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1342	穆罕穆德超349	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1343	穆罕穆德超350	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1344	穆罕穆德超351	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1345	穆罕穆德超352	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1346	穆罕穆德超353	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1347	穆罕穆德超354	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1348	穆罕穆德超355	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1349	穆罕穆德超356	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1350	穆罕穆德超357	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1351	穆罕穆德超358	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1352	穆罕穆德超359	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1353	穆罕穆德超360	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1354	穆罕穆德超361	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1355	穆罕穆德超362	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1356	穆罕穆德超363	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1357	穆罕穆德超364	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1358	穆罕穆德超365	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1359	穆罕穆德超366	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1360	穆罕穆德超367	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1361	穆罕穆德超368	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1362	穆罕穆德超369	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1363	穆罕穆德超370	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1364	穆罕穆德超371	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1365	穆罕穆德超372	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1366	穆罕穆德超373	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1367	穆罕穆德超374	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1368	穆罕穆德超375	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1369	穆罕穆德超376	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1370	穆罕穆德超377	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1371	穆罕穆德超378	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1372	穆罕穆德超379	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1373	穆罕穆德超380	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1374	穆罕穆德超381	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1375	穆罕穆德超382	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1376	穆罕穆德超383	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1377	穆罕穆德超384	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1378	穆罕穆德超385	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1379	穆罕穆德超386	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1380	穆罕穆德超387	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1381	穆罕穆德超388	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1382	穆罕穆德超389	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1383	穆罕穆德超390	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1384	穆罕穆德超391	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1385	穆罕穆德超392	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1386	穆罕穆德超393	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1387	穆罕穆德超394	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1388	穆罕穆德超395	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1389	穆罕穆德超396	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1390	穆罕穆德超397	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1391	穆罕穆德超398	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1392	穆罕穆德超399	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1393	穆罕穆德超400	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1394	穆罕穆德超401	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1395	穆罕穆德超402	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1396	穆罕穆德超403	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1397	穆罕穆德超404	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1398	穆罕穆德超405	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1399	穆罕穆德超406	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1400	穆罕穆德超407	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1401	穆罕穆德超408	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1402	穆罕穆德超409	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1403	穆罕穆德超410	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1404	穆罕穆德超411	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1405	穆罕穆德超412	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1406	穆罕穆德超413	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1407	穆罕穆德超414	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1408	穆罕穆德超415	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1409	穆罕穆德超416	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1410	穆罕穆德超417	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1411	穆罕穆德超418	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1412	穆罕穆德超419	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1413	穆罕穆德超420	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1414	穆罕穆德超421	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1415	穆罕穆德超422	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1416	穆罕穆德超423	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1417	穆罕穆德超424	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1418	穆罕穆德超425	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1419	穆罕穆德超426	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1420	穆罕穆德超427	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1421	穆罕穆德超428	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1422	穆罕穆德超429	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1423	穆罕穆德超430	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1424	穆罕穆德超431	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1425	穆罕穆德超432	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1426	穆罕穆德超433	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1427	穆罕穆德超434	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1428	穆罕穆德超435	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1429	穆罕穆德超436	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1430	穆罕穆德超437	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1431	穆罕穆德超438	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1432	穆罕穆德超439	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1433	穆罕穆德超440	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1434	穆罕穆德超441	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1435	穆罕穆德超442	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1436	穆罕穆德超443	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1437	穆罕穆德超444	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1438	穆罕穆德超445	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1439	穆罕穆德超446	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1440	穆罕穆德超447	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1441	穆罕穆德超448	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1442	穆罕穆德超449	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1443	穆罕穆德超450	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1444	穆罕穆德超451	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1445	穆罕穆德超452	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1446	穆罕穆德超453	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1447	穆罕穆德超454	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1448	穆罕穆德超455	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1449	穆罕穆德超456	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1450	穆罕穆德超457	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1451	穆罕穆德超458	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1452	穆罕穆德超459	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1453	穆罕穆德超460	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1454	穆罕穆德超461	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1455	穆罕穆德超462	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1456	穆罕穆德超463	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
1457	穆罕穆德超464	4	1	15	6755	1	我是超级格斗家	100	115	119	101	104	127
