怪物ID	卡片ID	初始怒气	攻击怒气	被击怒气	击杀怒气	攻击	防御	生命	伤害	免伤	暴击	抗暴	暴击强度	破档	格挡	格挡强度	治疗	吸血	反伤	控制率	免控	是否物品怪	形象模型阶段	怪物是否为觉醒	小技能释放概率	小技能等级	怒气技能等级	被动1等级	被动2等级	被动3等级	被动4等级	卡片战魂等级
1116	1000028	-1000000	200	10000	300	3080	1040	33636	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1117	1000022	-1000000	200	10000	300	3080	1040	33636	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1118	1000024	-1000000	200	10000	300	4030	1356	44301	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1119	1000021	-1000000	200	10000	300	2222	1289	40739	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1120	1000007	-1000000	200	10000	300	3547	1605	44805	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1121	1000008	-1000000	200	10000	300	2790	1724	53778	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1122	1000019	-1000000	200	10000	300	3957	1790	46800	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1123	2000101	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1124	2000102	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1125	2000104	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1126	2000105	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1127	2000106	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1128	2000109	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1129	1000007	-1000000	200	10000	300	5223	1907	63792	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1130	1000016	-1000000	200	10000	300	3381	2046	78209	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1131	1000009	-1000000	200	10000	300	5223	1907	63792	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1132	1000001	-1000000	200	10000	300	3381	2046	78209	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1133	1000021	-1000000	200	10000	300	2709	1538	59674	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1134	1000005	-1000000	200	10000	300	4096	1445	48672	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1135	1000001	-1000000	200	10000	300	2709	1538	59674	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1136	1000004	-1000000	200	10000	300	2709	1538	59674	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1137	1000020	-1000000	200	10000	300	2709	1538	59674	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1138	1000001	-1000000	200	10000	300	5907	1618	52656	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1139	1000002	-1000000	200	10000	300	4096	1445	48672	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1140	1000001	-1000000	200	10000	300	5223	1907	63792	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1141	2000101	-1000000	200	10000	300	3396	739	9415	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1142	2000102	-1000000	200	10000	300	3396	739	9415	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1143	2000104	-1000000	200	10000	300	3396	739	9415	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1144	2000105	-1000000	200	10000	300	3396	739	9415	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1145	2000106	-1000000	200	10000	300	3396	739	9415	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1146	2000109	-1000000	200	10000	300	3396	739	9415	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1147	1000021	-1000000	200	10000	300	3252	1811	73314	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1148	1000025	-1000000	200	10000	300	5107	1704	57096	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1149	1000007	-1000000	200	10000	300	6466	2238	74718	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1150	1000017	-1000000	200	10000	300	5107	1704	57096	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1151	1000001	-1000000	200	10000	300	3252	1811	73314	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1152	1000003	-1000000	200	10000	300	4036	2398	95653	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1153	1000001	-1000000	200	10000	300	4036	2398	95653	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1154	1000016	-1000000	200	10000	300	4036	2398	95653	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1155	1000026	-1000000	200	10000	300	6466	2238	74718	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1156	1000022	-1000000	200	10000	300	5659	1478	47076	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1157	1000024	-1000000	200	10000	300	7286	1906	61761	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1158	1000009	-1000000	200	10000	300	6466	2238	74718	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1159	1000001	-1000000	200	10000	300	7286	1906	61761	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1160	2000101	-1000000	200	10000	300	4909	865	12762	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1161	2000102	-1000000	200	10000	300	4909	865	12762	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1162	2000104	-1000000	200	10000	300	4909	865	12762	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1163	2000105	-1000000	200	10000	300	4909	865	12762	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1164	2000106	-1000000	200	10000	300	4909	865	12762	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1165	2000109	-1000000	200	10000	300	4909	865	12762	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1166	1000007	-1000000	200	10000	300	8788	2879	96696	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1167	1000017	-1000000	200	10000	300	6878	2174	73008	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1168	1000005	-1000000	200	10000	300	6878	2174	73008	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1169	1000001	-1000000	200	10000	300	4909	865	12762	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1170	1000026	-1000000	200	10000	300	8788	2879	96696	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1171	1000001	-1000000	200	10000	300	9934	2444	80076	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1172	1000002	-1000000	200	10000	300	6878	2174	73008	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1173	1000001	-1000000	200	10000	300	5205	3091	130000	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1174	1000024	-1000000	200	10000	300	9934	2444	80076	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1175	1000016	-1000000	200	10000	300	5205	3091	130000	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1176	1000001	-1000000	200	10000	300	9934	2444	80076	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1177	1000009	-1000000	200	10000	300	8788	2879	96696	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1178	1000023	-1000000	200	10000	300	4909	865	12762	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1179	1000028	-1000000	200	10000	300	7647	1880	60336	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1180	1000011	-1000000	200	10000	300	16868	4136	139296	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1181	2000101	-1000000	200	10000	300	7118	1141	17054	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1182	2000102	-1000000	200	10000	300	7118	1141	17054	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1183	2000104	-1000000	200	10000	300	7118	1141	17054	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1184	2000105	-1000000	200	10000	300	7118	1141	17054	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1185	2000106	-1000000	200	10000	300	7118	1141	17054	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1186	2000109	-1000000	200	10000	300	7118	1141	17054	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1187	1000001	-1000000	200	10000	300	5111	2779	123903	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1188	1000001	-1000000	200	10000	300	12253	2915	95364	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1189	1000016	-1000000	200	10000	300	6299	3651	160507	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1190	1000001	-1000000	200	10000	300	12253	2915	95364	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1191	1000025	-1000000	200	10000	300	8668	2621	88866	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1192	1000002	-1000000	200	10000	300	8668	2621	88866	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1193	1000020	-1000000	200	10000	300	5111	2779	123903	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1194	1000008	-1000000	200	10000	300	6299	3651	160507	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1195	1000007	-1000000	200	10000	300	10894	3413	115596	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1196	1000026	-1000000	200	10000	300	10894	3413	115596	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1197	1000004	-1000000	200	10000	300	5111	2779	123903	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1198	1000019	-1000000	200	10000	300	17633	5789	195786	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1199	1000012	-1000000	200	10000	300	17633	5789	195786	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1200	2000101	-1000000	200	10000	300	10671	1293	19200	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1201	2000102	-1000000	200	10000	300	10671	1293	19200	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1202	2000104	-1000000	200	10000	300	10671	1293	19200	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1203	2000105	-1000000	200	10000	300	10671	1293	19200	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1204	2000106	-1000000	200	10000	300	10671	1293	19200	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1205	2000109	-1000000	200	10000	300	10671	1293	19200	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1206	1000003	-1000000	200	10000	300	8610	4112	211120	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1207	1000021	-1000000	200	10000	300	7012	3140	163371	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1208	1000007	-1000000	200	10000	300	14484	3847	129852	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1209	1000008	-1000000	200	10000	300	8610	4112	211120	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1210	1000022	-1000000	200	10000	300	14284	2586	82284	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1211	1000028	-1000000	200	10000	300	14284	2586	82284	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1212	1000004	-1000000	200	10000	300	7012	3140	163371	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1213	1000020	-1000000	200	10000	300	7012	3140	163371	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1214	1000023	-1000000	200	10000	300	7012	3140	163371	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1215	1000005	-1000000	200	10000	300	11580	2963	99900	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1216	1000026	-1000000	200	10000	300	14484	3847	129852	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1217	1000001	-1000000	200	10000	300	8610	4112	211120	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1218	1000001	-1000000	200	10000	300	18161	3294	107244	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1219	1000011	-1000000	200	10000	300	29877	5415	182124	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1220	2000101	-1000000	200	10000	300	13127	1456	28238	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1221	2000102	-1000000	200	10000	300	13127	1456	28238	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1222	2000104	-1000000	200	10000	300	13127	1456	28238	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1223	2000105	-1000000	200	10000	300	13127	1456	28238	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1224	2000106	-1000000	200	10000	300	13127	1456	28238	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1225	2000109	-1000000	200	10000	300	13127	1456	28238	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1226	1000001	-1000000	200	10000	300	9424	3764	212999	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1227	1000002	-1000000	200	10000	300	15136	3546	134440	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1228	1000020	-1000000	200	10000	300	9424	3764	212999	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1229	1000017	-1000000	200	10000	300	15136	3546	134440	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1230	1000005	-1000000	200	10000	300	15136	3546	134440	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1231	1000009	-1000000	200	10000	300	19068	4636	176378	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1232	1000003	-1000000	200	10000	300	11660	4963	277676	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1233	1000026	-1000000	200	10000	300	19068	4636	176378	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1234	1000023	-1000000	200	10000	300	9424	3764	212999	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1235	1000001	-1000000	200	10000	300	23760	3959	149137	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1236	1000001	-1000000	200	10000	300	23760	3959	149137	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1237	1000025	-1000000	200	10000	300	15136	3546	134440	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1238	1000024	-1000000	200	10000	300	23760	3959	149137	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1239	2000101	-1000000	200	10000	300	14851	1630	31425	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1240	2000102	-1000000	200	10000	300	14851	1630	31425	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1241	2000104	-1000000	200	10000	300	14851	1630	31425	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1242	2000105	-1000000	200	10000	300	14851	1630	31425	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1243	2000106	-1000000	200	10000	300	14851	1630	31425	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1244	2000109	-1000000	200	10000	300	14851	1630	31425	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1245	1000027	-1000000	200	10000	300	26560	4401	165041	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1246	1000021	-1000000	200	10000	300	10585	4184	236791	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1247	1000016	-1000000	200	10000	300	13048	5501	308192	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1248	1000023	-1000000	200	10000	300	10585	4184	236791	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1249	1000003	-1000000	200	10000	300	13048	5501	308192	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1250	1000007	-1000000	200	10000	300	21361	5142	195048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1251	1000001	-1000000	200	10000	300	13048	5501	308192	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1252	1000002	-1000000	200	10000	300	17020	3945	148878	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1253	1000012	-1000000	200	10000	300	34477	8733	333558	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1254	1000026	-1000000	200	10000	300	21361	5142	195048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1255	1000001	-1000000	200	10000	300	26560	4401	165041	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1256	2000101	-1000000	200	10000	300	17237	1977	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1257	2000102	-1000000	200	10000	300	17237	1977	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1258	2000104	-1000000	200	10000	300	17237	1977	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1259	2000105	-1000000	200	10000	300	17237	1977	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1260	2000106	-1000000	200	10000	300	17237	1977	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1261	2000109	-1000000	200	10000	300	17237	1977	38377	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1262	1000028	-1000000	200	10000	300	23898	3954	143913	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1263	1000004	-1000000	200	10000	300	12237	4774	271840	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1264	1000001	-1000000	200	10000	300	12237	4774	271840	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1265	1000009	-1000000	200	10000	300	24385	5821	221474	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1266	1000003	-1000000	200	10000	300	14936	6214	350367	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1267	1000005	-1000000	200	10000	300	19609	4512	170870	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1268	1000022	-1000000	200	10000	300	23898	3954	143913	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1269	1000008	-1000000	200	10000	300	14936	6214	350367	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1270	1000026	-1000000	200	10000	300	24385	5821	221474	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1271	1000001	-1000000	200	10000	300	14936	6214	350367	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1272	1000020	-1000000	200	10000	300	12237	4774	271840	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1273	1000027	-1000000	200	10000	300	30219	5002	187021	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1274	1000024	-1000000	200	10000	300	30219	5002	187021	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1275	1000019	-1000000	200	10000	300	38808	9748	373289	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1276	1000001	-1000000	200	10000	300	30219	5002	187021	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1277	1000007	-1000000	200	10000	300	24385	5821	221474	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1278	1000012	-1000000	200	10000	300	38808	9748	373289	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1279	2000101	-1000000	200	10000	300	19198	2178	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1280	2000102	-1000000	200	10000	300	19198	2178	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1281	2000104	-1000000	200	10000	300	19198	2178	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1282	2000105	-1000000	200	10000	300	19198	2178	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1283	2000106	-1000000	200	10000	300	19198	2178	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1284	2000109	-1000000	200	10000	300	19198	2178	42048	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
