主ID	掉落库ID	概率	掉落类型	掉落ID	最小掉落	最大掉落
774	20038	8000	2	4020000	1	3
775	20039	4000	2	4070014	1	1
776	20039	5000	2	4030006	1	1
777	20039	5000	2	4020010	1	3
778	20039	5000	2	4020011	1	3
779	20039	5000	2	4020012	1	3
780	20039	6000	2	4080001	1	3
781	20039	1000	2	4080002	1	3
782	20039	6000	2	4090006	1	3
783	20039	1000	2	4090007	1	3
784	20039	8000	2	4020000	1	3
785	20040	4000	2	4070023	1	1
786	20040	5000	2	4030006	1	1
787	20040	5000	2	4020010	1	3
788	20040	5000	2	4020011	1	3
789	20040	5000	2	4020012	1	3
790	20040	6000	2	4080001	1	3
791	20040	1000	2	4080002	1	3
792	20040	6000	2	4090006	1	3
793	20040	1000	2	4090007	1	3
794	20040	8000	2	4020000	1	3
795	20041	5000	2	4030007	1	1
796	20041	5000	2	4020013	1	3
797	20041	5000	2	4020014	1	3
798	20041	5000	2	4020015	1	3
799	20041	6000	2	4080001	1	3
800	20041	1000	2	4080002	1	3
801	20041	6000	2	4090006	1	3
802	20041	1000	2	4090007	1	3
803	20041	8000	2	4020000	1	3
804	20042	4000	2	4070017	1	1
805	20042	5000	2	4030007	1	1
806	20042	5000	2	4020013	1	3
807	20042	5000	2	4020014	1	3
808	20042	5000	2	4020015	1	3
809	20042	6000	2	4080001	1	3
810	20042	1000	2	4080002	1	3
811	20042	6000	2	4090006	1	3
812	20042	1000	2	4090007	1	3
813	20042	8000	2	4020000	1	3
814	20042	8000	2	4020000	1	3
815	20043	5000	2	4030007	1	1
816	20043	5000	2	4020013	1	3
817	20043	5000	2	4020014	1	3
818	20043	5000	2	4020015	1	3
819	20043	6000	2	4080001	1	3
820	20043	1000	2	4080002	1	3
821	20043	6000	2	4090006	1	3
822	20043	1000	2	4090007	1	3
823	20043	8000	2	4020000	1	3
824	20044	4000	2	4070005	1	1
825	20044	5000	2	4030007	1	1
826	20044	5000	2	4020013	1	3
827	20044	5000	2	4020014	1	3
828	20044	5000	2	4020015	1	3
829	20044	6000	2	4080001	1	3
830	20044	1000	2	4080002	1	3
831	20044	6000	2	4090006	1	3
832	20044	1000	2	4090007	1	3
833	20044	8000	2	4020000	1	3
834	20044	8000	2	4020000	1	3
835	20045	4000	2	4070008	1	1
836	20045	5000	2	4030007	1	1
837	20045	5000	2	4020013	1	3
838	20045	5000	2	4020014	1	3
839	20045	5000	2	4020015	1	3
840	20045	6000	2	4080001	1	3
841	20045	1000	2	4080002	1	3
842	20045	6000	2	4090006	1	3
843	20045	1000	2	4090007	1	3
844	20045	8000	2	4020000	1	3
845	20045	8000	2	4020000	1	3
846	20046	5000	2	4030008	1	1
847	20046	5000	2	4020013	1	3
848	20046	5000	2	4020014	1	3
849	20046	5000	2	4020015	1	3
850	20046	6000	2	4080001	1	3
851	20046	1000	2	4080002	1	3
852	20046	6000	2	4090006	1	3
853	20046	1000	2	4090007	1	3
854	20046	8000	2	4020000	1	3
855	20047	4000	2	4070018	1	1
856	20047	5000	2	4030008	1	1
857	20047	5000	2	4020013	1	3
858	20047	5000	2	4020014	1	3
859	20047	5000	2	4020015	1	3
860	20047	6000	2	4080001	1	3
861	20047	1000	2	4080002	1	3
862	20047	6000	2	4090006	1	3
863	20047	1000	2	4090007	1	3
864	20047	8000	2	4020000	1	3
865	20048	5000	2	4030008	1	1
866	20048	5000	2	4020013	1	3
867	20048	5000	2	4020014	1	3
868	20048	5000	2	4020015	1	3
869	20048	6000	2	4080001	1	3
870	20048	1000	2	4080002	1	3
871	20048	6000	2	4090006	1	3
872	20048	1000	2	4090007	1	3
873	20048	8000	2	4020000	1	3
874	20049	4000	2	4070002	1	1
875	20049	5000	2	4030008	1	1
876	20049	5000	2	4020013	1	3
877	20049	5000	2	4020014	1	3
878	20049	5000	2	4020015	1	3
879	20049	6000	2	4080001	1	3
880	20049	1000	2	4080002	1	3
881	20049	6000	2	4090006	1	3
882	20049	1000	2	4090007	1	3
883	20049	8000	2	4020000	1	3
884	20050	4000	2	4070001	1	1
885	20050	5000	2	4030008	1	1
886	20050	5000	2	4020013	1	3
887	20050	5000	2	4020014	1	3
888	20050	5000	2	4020015	1	3
889	20050	6000	2	4080001	1	3
890	20050	1000	2	4080002	1	3
891	20050	6000	2	4090006	1	3
892	20050	1000	2	4090007	1	3
893	20050	8000	2	4020000	1	3
894	20051	5000	2	4030009	1	1
895	20051	5000	2	4020016	1	3
896	20051	5000	2	4020017	1	3
897	20051	5000	2	4020018	1	3
898	20051	6000	2	4080001	1	3
899	20051	1000	2	4080002	1	3
900	20051	6000	2	4090006	1	3
901	20051	1000	2	4090007	1	3
902	20051	8000	2	4020000	1	3
903	20052	4000	2	4070025	1	1
904	20052	5000	2	4030009	1	1
905	20052	5000	2	4020016	1	3
906	20052	5000	2	4020017	1	3
907	20052	5000	2	4020018	1	3
908	20052	6000	2	4080001	1	3
909	20052	1000	2	4080002	1	3
910	20052	6000	2	4090006	1	3
911	20052	1000	2	4090007	1	3
912	20052	8000	2	4020000	1	3
913	20053	5000	2	4030009	1	1
914	20053	5000	2	4020016	1	3
915	20053	5000	2	4020017	1	3
916	20053	5000	2	4020018	1	3
917	20053	6000	2	4080001	1	3
918	20053	1000	2	4080002	1	3
919	20053	6000	2	4090006	1	3
920	20053	1000	2	4090007	1	3
921	20053	8000	2	4020000	1	3
922	20054	4000	2	4070021	1	1
923	20054	5000	2	4030009	1	1
924	20054	5000	2	4020016	1	3
925	20054	5000	2	4020017	1	3
926	20054	5000	2	4020018	1	3
927	20054	6000	2	4080001	1	3
928	20054	1000	2	4080002	1	3
929	20054	6000	2	4090006	1	3
930	20054	1000	2	4090007	1	3
931	20054	8000	2	4020000	1	3
932	20055	4000	2	4070007	1	1
933	20055	5000	2	4030009	1	1
934	20055	5000	2	4020016	1	3
935	20055	5000	2	4020017	1	3
936	20055	5000	2	4020018	1	3
937	20055	6000	2	4080001	1	3
938	20055	1000	2	4080002	1	3
939	20055	6000	2	4090006	1	3
940	20055	1000	2	4090007	1	3
941	20055	8000	2	4020000	1	3
942	20056	5000	2	4030010	1	1
943	20056	5000	2	4020016	1	3
944	20056	5000	2	4020017	1	3
945	20056	5000	2	4020018	1	3
946	20056	6000	2	4080001	1	3
947	20056	1000	2	4080002	1	3
948	20056	6000	2	4090006	1	3
949	20056	1000	2	4090007	1	3
950	20056	8000	2	4020000	1	3
951	20057	4000	2	4070026	1	1
952	20057	5000	2	4030010	1	1
953	20057	5000	2	4020016	1	3
954	20057	5000	2	4020017	1	3
955	20057	5000	2	4020018	1	3
956	20057	6000	2	4080001	1	3
957	20057	1000	2	4080002	1	3
958	20057	6000	2	4090006	1	3
959	20057	1000	2	4090007	1	3
960	20057	8000	2	4020000	1	3
961	20058	5000	2	4030010	1	1
962	20058	5000	2	4020016	1	3
963	20058	5000	2	4020017	1	3
964	20058	5000	2	4020018	1	3
965	20058	6000	2	4080001	1	3
966	20058	1000	2	4080002	1	3
967	20058	6000	2	4090006	1	3
968	20058	1000	2	4090007	1	3
969	20058	8000	2	4020000	1	3
970	20059	4000	2	4070022	1	1
971	20059	5000	2	4030010	1	1
972	20059	5000	2	4020016	1	3
973	20059	5000	2	4020017	1	3
974	20059	5000	2	4020018	1	3
975	20059	6000	2	4080001	1	3
976	20059	1000	2	4080002	1	3
977	20059	6000	2	4090006	1	3
978	20059	1000	2	4090007	1	3
979	20059	8000	2	4020000	1	3
980	20060	4000	2	4070019	1	1
981	20060	5000	2	4030010	1	1
982	20060	5000	2	4020016	1	3
983	20060	5000	2	4020017	1	3
984	20060	5000	2	4020018	1	3
985	20060	6000	2	4080001	1	3
986	20060	1000	2	4080002	1	3
987	20060	6000	2	4090006	1	3
988	20060	1000	2	4090007	1	3
989	20060	8000	2	4020000	1	3
990	20061	5000	2	4030011	1	1
991	20061	5000	2	4020019	1	3
992	20061	5000	2	4020020	1	3
993	20061	5000	2	4020021	1	3
994	20061	6000	2	4080001	1	3
995	20061	1000	2	4080002	1	3
996	20061	6000	2	4090006	1	3
997	20061	1000	2	4090007	1	3
998	20061	8000	2	4020000	1	3
999	20062	4000	2	4070009	1	1
1000	20062	5000	2	4030011	1	1
1001	20062	5000	2	4020019	1	3
1002	20062	5000	2	4020020	1	3
1003	20062	5000	2	4020021	1	3
1004	20062	6000	2	4080001	1	3
1005	20062	1000	2	4080002	1	3
1006	20062	6000	2	4090006	1	3
1007	20062	1000	2	4090007	1	3
1008	20062	8000	2	4020000	1	3
1009	20063	5000	2	4030011	1	1
1010	20063	5000	2	4020019	1	3
1011	20063	5000	2	4020020	1	3
1012	20063	5000	2	4020021	1	3
1013	20063	6000	2	4080001	1	3
1014	20063	1000	2	4080002	1	3
1015	20063	6000	2	4090006	1	3
1016	20063	1000	2	4090007	1	3
1017	20063	8000	2	4020000	1	3
1018	20064	4000	2	4070016	1	1
1019	20064	5000	2	4030011	1	1
1020	20064	5000	2	4020019	1	3
1021	20064	5000	2	4020020	1	3
1022	20064	5000	2	4020021	1	3
1023	20064	6000	2	4080001	1	3
1024	20064	1000	2	4080002	1	3
1025	20064	6000	2	4090006	1	3
1026	20064	1000	2	4090007	1	3
1027	20064	8000	2	4020000	1	3
1028	20065	4000	2	4070010	1	1
1029	20065	5000	2	4030011	1	1
1030	20065	5000	2	4020019	1	3
1031	20065	5000	2	4020020	1	3
1032	20065	5000	2	4020021	1	3
1033	20065	6000	2	4080001	1	3
1034	20065	1000	2	4080002	1	3
1035	20065	6000	2	4090006	1	3
1036	20065	1000	2	4090007	1	3
1037	20065	8000	2	4020000	1	3
1038	20066	5000	2	4030012	1	1
1039	20066	5000	2	4020019	1	3
1040	20066	5000	2	4020020	1	3
1041	20066	5000	2	4020021	1	3
1042	20066	6000	2	4080001	1	3
1043	20066	1000	2	4080002	1	3
1044	20066	6000	2	4090006	1	3
1045	20066	1000	2	4090007	1	3
1046	20066	8000	2	4020000	1	3
1047	20067	4000	2	4070024	1	1
1048	20067	5000	2	4030012	1	1
1049	20067	5000	2	4020019	1	3
1050	20067	5000	2	4020020	1	3
1051	20067	5000	2	4020021	1	3
1052	20067	6000	2	4080001	1	3
1053	20067	1000	2	4080002	1	3
1054	20067	6000	2	4090006	1	3
1055	20067	1000	2	4090007	1	3
1056	20067	8000	2	4020000	1	3
1057	20068	5000	2	4030012	1	1
1058	20068	5000	2	4020019	1	3
1059	20068	5000	2	4020020	1	3
1060	20068	5000	2	4020021	1	3
1061	20068	6000	2	4080001	1	3
1062	20068	1000	2	4080002	1	3
1063	20068	6000	2	4090006	1	3
1064	20068	1000	2	4090007	1	3
1065	20068	8000	2	4020000	1	3
1066	20069	4000	2	4070027	1	1
1067	20069	5000	2	4030012	1	1
1068	20069	5000	2	4020019	1	3
1069	20069	5000	2	4020020	1	3
1070	20069	5000	2	4020021	1	3
1071	20069	6000	2	4080001	1	3
1072	20069	1000	2	4080002	1	3
1073	20069	6000	2	4090006	1	3
1074	20069	1000	2	4090007	1	3
1075	20069	8000	2	4020000	1	3
1076	20070	4000	2	4070011	1	1
1077	20070	5000	2	4030012	1	1
1078	20070	5000	2	4020019	1	3
1079	20070	5000	2	4020020	1	3
1080	20070	5000	2	4020021	1	3
1081	20070	6000	2	4080001	1	3
1082	20070	1000	2	4080002	1	3
1083	20070	6000	2	4090006	1	3
1084	20070	1000	2	4090007	1	3
1085	20070	8000	2	4020000	1	3
1086	20071	5000	2	4030013	1	1
1087	20071	5000	2	4020022	1	3
1088	20071	5000	2	4020023	1	3
1089	20071	5000	2	4020024	1	3
1090	20071	6000	2	4080001	1	3
1091	20071	1000	2	4080002	1	3
1092	20071	6000	2	4090006	1	3
1093	20071	1000	2	4090007	1	3
1094	20071	8000	2	4020000	1	3
1095	20072	4000	2	4070004	1	1
1096	20072	5000	2	4030013	1	1
1097	20072	5000	2	4020022	1	3
1098	20072	5000	2	4020023	1	3
1099	20072	5000	2	4020024	1	3
1100	20072	6000	2	4080001	1	3
1101	20072	1000	2	4080002	1	3
1102	20072	6000	2	4090006	1	3
1103	20072	1000	2	4090007	1	3
1104	20072	8000	2	4020000	1	3
1105	20073	5000	2	4030013	1	1
1106	20073	5000	2	4020022	1	3
1107	20073	5000	2	4020023	1	3
1108	20073	5000	2	4020024	1	3
1109	20073	6000	2	4080001	1	3
1110	20073	1000	2	4080002	1	3
1111	20073	6000	2	4090006	1	3
1112	20073	1000	2	4090007	1	3
1113	20073	8000	2	4020000	1	3
1114	20074	4000	2	4070006	1	1
1115	20074	5000	2	4030013	1	1
1116	20074	5000	2	4020022	1	3
1117	20074	5000	2	4020023	1	3
1118	20074	5000	2	4020024	1	3
1119	20074	6000	2	4080001	1	3
1120	20074	1000	2	4080002	1	3
1121	20074	6000	2	4090006	1	3
1122	20074	1000	2	4090007	1	3
1123	20074	8000	2	4020000	1	3
1124	20075	4000	2	4070003	1	1
1125	20075	5000	2	4030013	1	1
1126	20075	5000	2	4020022	1	3
1127	20075	5000	2	4020023	1	3
1128	20075	5000	2	4020024	1	3
1129	20075	6000	2	4080001	1	3
1130	20075	1000	2	4080002	1	3
1131	20075	6000	2	4090006	1	3
1132	20075	1000	2	4090007	1	3
1133	20075	8000	2	4020000	1	3
1134	20076	5000	2	4030014	1	1
1135	20076	5000	2	4020022	1	3
1136	20076	5000	2	4020023	1	3
1137	20076	5000	2	4020024	1	3
1138	20076	6000	2	4080001	1	3
1139	20076	1000	2	4080002	1	3
1140	20076	6000	2	4090006	1	3
1141	20076	1000	2	4090007	1	3
1142	20076	8000	2	4020000	1	3
1143	20077	4000	2	4070026	1	1
1144	20077	5000	2	4030014	1	1
1145	20077	5000	2	4020022	1	3
1146	20077	5000	2	4020023	1	3
1147	20077	5000	2	4020024	1	3
1148	20077	6000	2	4080001	1	3
1149	20077	1000	2	4080002	1	3
1150	20077	6000	2	4090006	1	3
1151	20077	1000	2	4090007	1	3
1152	20077	8000	2	4020000	1	3
1153	20078	5000	2	4030014	1	1
1154	20078	5000	2	4020022	1	3
1155	20078	5000	2	4020023	1	3
1156	20078	5000	2	4020024	1	3
1157	20078	6000	2	4080001	1	3
1158	20078	1000	2	4080002	1	3
1159	20078	6000	2	4090006	1	3
1160	20078	1000	2	4090007	1	3
1161	20078	8000	2	4020000	1	3
1162	20079	4000	2	4070020	1	1
1163	20079	5000	2	4030014	1	1
1164	20079	5000	2	4020022	1	3
1165	20079	5000	2	4020023	1	3
1166	20079	5000	2	4020024	1	3
1167	20079	6000	2	4080001	1	3
1168	20079	1000	2	4080002	1	3
1169	20079	6000	2	4090006	1	3
1170	20079	1000	2	4090007	1	3
1171	20079	8000	2	4020000	1	3
1172	20080	4000	2	4070027	1	1
1173	20080	5000	2	4030014	1	1
1174	20080	5000	2	4020022	1	3
1175	20080	5000	2	4020023	1	3
1176	20080	5000	2	4020024	1	3
1177	20080	6000	2	4080001	1	3
1178	20080	1000	2	4080002	1	3
1179	20080	6000	2	4090006	1	3
1180	20080	1000	2	4090007	1	3
1181	20080	8000	2	4020000	1	3
1182	20081	5000	2	4030015	1	1
1183	20081	5000	2	4020025	1	3
1184	20081	5000	2	4020026	1	3
1185	20081	5000	2	4020027	1	3
1186	20081	6000	2	4080001	1	3
1187	20081	1000	2	4080002	1	3
1188	20081	6000	2	4090006	1	3
1189	20081	1000	2	4090007	1	3
1190	20081	8000	2	4020000	1	3
1191	20082	4000	2	4070018	1	1
1192	20082	5000	2	4030015	1	1
1193	20082	5000	2	4020025	1	3
1194	20082	5000	2	4020026	1	3
1195	20082	5000	2	4020027	1	3
1196	20082	6000	2	4080001	1	3
1197	20082	1000	2	4080002	1	3
1198	20082	6000	2	4090006	1	3
1199	20082	1000	2	4090007	1	3
1200	20082	8000	2	4020000	1	3
1201	20083	5000	2	4030015	1	1
1202	20083	5000	2	4020025	1	3
1203	20083	5000	2	4020026	1	3
1204	20083	5000	2	4020027	1	3
1205	20083	6000	2	4080001	1	3
1206	20083	1000	2	4080002	1	3
1207	20083	6000	2	4090006	1	3
1208	20083	1000	2	4090007	1	3
1209	20083	8000	2	4020000	1	3
1210	20084	5000	2	4030015	1	1
1211	20084	5000	2	4020025	1	3
1212	20084	5000	2	4020026	1	3
1213	20084	5000	2	4020027	1	3
1214	20084	6000	2	4080001	1	3
1215	20084	1000	2	4080002	1	3
1216	20084	6000	2	4090006	1	3
1217	20084	1000	2	4090007	1	3
1218	20084	8000	2	4020000	1	3
1219	20085	4000	2	4070007	1	1
1220	20085	5000	2	4030015	1	1
1221	20085	5000	2	4020025	1	3
1222	20085	5000	2	4020026	1	3
1223	20085	5000	2	4020027	1	3
1224	20085	6000	2	4080001	1	3
1225	20085	1000	2	4080002	1	3
1226	20085	6000	2	4090006	1	3
1227	20085	1000	2	4090007	1	3
1228	20085	8000	2	4020000	1	3
1229	20086	5000	2	4030016	1	1
1230	20086	5000	2	4020028	1	3
1231	20086	5000	2	4020029	1	3
1232	20086	5000	2	4020030	1	3
1233	20086	6000	2	4080001	1	3
1234	20086	1000	2	4080002	1	3
1235	20086	6000	2	4090006	1	3
1236	20086	1000	2	4090007	1	3
1237	20086	8000	2	4020000	1	3
1238	20087	4000	2	4070021	1	1
1239	20087	5000	2	4030016	1	1
1240	20087	5000	2	4020028	1	3
1241	20087	5000	2	4020029	1	3
1242	20087	5000	2	4020030	1	3
1243	20087	6000	2	4080001	1	3
1244	20087	1000	2	4080002	1	3
1245	20087	6000	2	4090006	1	3
1246	20087	1000	2	4090007	1	3
1247	20087	8000	2	4020000	1	3
1248	20088	5000	2	4030016	1	1
1249	20088	5000	2	4020028	1	3
1250	20088	5000	2	4020029	1	3
1251	20088	5000	2	4020030	1	3
1252	20088	6000	2	4080001	1	3
1253	20088	1000	2	4080002	1	3
1254	20088	6000	2	4090006	1	3
1255	20088	1000	2	4090007	1	3
1256	20088	8000	2	4020000	1	3
1257	20089	4000	2	4070002	1	1
1258	20089	5000	2	4030016	1	1
1259	20089	5000	2	4020028	1	3
1260	20089	5000	2	4020029	1	3
1261	20089	5000	2	4020030	1	3
1262	20089	6000	2	4080001	1	3
1263	20089	1000	2	4080002	1	3
1264	20089	6000	2	4090006	1	3
1265	20089	1000	2	4090007	1	3
1266	20089	8000	2	4020000	1	3
1267	20090	5000	2	4030016	1	1
1268	20090	5000	2	4020028	1	3
1269	20090	5000	2	4020029	1	3
1270	20090	5000	2	4020030	1	3
1271	20090	6000	2	4080001	1	3
1272	20090	1000	2	4080002	1	3
1273	20090	6000	2	4090006	1	3
1274	20090	1000	2	4090007	1	3
1275	20090	8000	2	4020000	1	3
1276	20091	5000	2	4030017	1	1
1277	20091	5000	2	4020031	1	3
1278	20091	5000	2	4020032	1	3
1279	20091	5000	2	4020033	1	3
1280	20091	6000	2	4080001	1	3
1281	20091	1000	2	4080002	1	3
1282	20091	6000	2	4090006	1	3
1283	20091	1000	2	4090007	1	3
1284	20091	8000	2	4020000	1	3
1285	20092	5000	2	4030017	1	1
1286	20092	5000	2	4020031	1	3
1287	20092	5000	2	4020032	1	3
1288	20092	5000	2	4020033	1	3
1289	20092	6000	2	4080001	1	3
1290	20092	1000	2	4080002	1	3
1291	20092	6000	2	4090006	1	3
1292	20092	1000	2	4090007	1	3
1293	20092	8000	2	4020000	1	3
1294	20093	5000	2	4030017	1	1
1295	20093	5000	2	4020031	1	3
1296	20093	5000	2	4020032	1	3
1297	20093	5000	2	4020033	1	3
1298	20093	6000	2	4080001	1	3
1299	20093	1000	2	4080002	1	3
1300	20093	6000	2	4090006	1	3
1301	20093	1000	2	4090007	1	3
1302	20093	8000	2	4020000	1	3
1303	20094	5000	2	4030017	1	1
1304	20094	5000	2	4020031	1	3
1305	20094	5000	2	4020032	1	3
1306	20094	5000	2	4020033	1	3
1307	20094	6000	2	4080001	1	3
1308	20094	1000	2	4080002	1	3
1309	20094	6000	2	4090006	1	3
1310	20094	1000	2	4090007	1	3
1311	20094	8000	2	4020000	1	3
1312	20095	5000	2	4030017	1	1
1313	20095	5000	2	4020031	1	3
1314	20095	5000	2	4020032	1	3
1315	20095	5000	2	4020033	1	3
1316	20095	6000	2	4080001	1	3
1317	20095	1000	2	4080002	1	3
1318	20095	6000	2	4090006	1	3
1319	20095	1000	2	4090007	1	3
1320	20095	8000	2	4020000	1	3
1321	20096	5000	2	4030018	1	1
1322	20096	5000	2	4020034	1	3
1323	20096	5000	2	4020035	1	3
1324	20096	5000	2	4020036	1	3
1325	20096	6000	2	4080001	1	3
1326	20096	1000	2	4080002	1	3
1327	20096	6000	2	4090006	1	3
1328	20096	1000	2	4090007	1	3
1329	20096	8000	2	4020000	1	3
1330	20097	5000	2	4030018	1	1
1331	20097	5000	2	4020034	1	3
1332	20097	5000	2	4020035	1	3
1333	20097	5000	2	4020036	1	3
1334	20097	6000	2	4080001	1	3
1335	20097	1000	2	4080002	1	3
1336	20097	6000	2	4090006	1	3
1337	20097	1000	2	4090007	1	3
1338	20097	8000	2	4020000	1	3
1339	20098	5000	2	4030018	1	1
1340	20098	5000	2	4020034	1	3
1341	20098	5000	2	4020035	1	3
1342	20098	5000	2	4020036	1	3
1343	20098	6000	2	4080001	1	3
1344	20098	1000	2	4080002	1	3
1345	20098	6000	2	4090006	1	3
1346	20098	1000	2	4090007	1	3
1347	20098	8000	2	4020000	1	3
1348	20099	5000	2	4030018	1	1
1349	20099	5000	2	4020034	1	3
1350	20099	5000	2	4020035	1	3
1351	20099	5000	2	4020036	1	3
1352	20099	6000	2	4080001	1	3
1353	20099	1000	2	4080002	1	3
1354	20099	6000	2	4090006	1	3
1355	20099	1000	2	4090007	1	3
1356	20099	8000	2	4020000	1	3
1357	20100	5000	2	4030018	1	1
1358	20100	5000	2	4020034	1	3
1359	20100	5000	2	4020035	1	3
1360	20100	5000	2	4020036	1	3
1361	20100	6000	2	4080001	1	3
1362	20100	1000	2	4080002	1	3
1363	20100	6000	2	4090006	1	3
1364	20100	1000	2	4090007	1	3
1365	20100	8000	2	4020000	1	3
1366	20101	10000	2	4020001	5	15
1367	20102	10000	2	4020002	5	15
1368	20103	10000	2	4020003	5	15
1369	20104	10000	2	4061016	5	15
1370	20105	10000	2	4061017	5	15
1371	20106	10000	2	4061018	5	15
1372	20107	10000	2	4040001	5	15
1373	20108	10000	2	4040002	5	15
1374	20109	10000	2	4040003	5	15
1375	20110	10000	2	4050001	5	15
1376	20111	10000	2	4050002	5	15
1377	20112	10000	2	4050003	5	15
1378	20113	10000	2	4070009	5	15
1379	20114	10000	2	4070021	5	15
1380	20115	10000	2	4070022	5	15
1381	20116	10000	2	4010001	1	1
1382	20117	10000	2	4010002	1	1
1383	20118	10000	2	4100004	1	1
1384	20119	10000	1	150	20	20
1385	20120	10000	1	302	20	20
1386	40000	5000	2	4020000	1	3
1387	50100	10000	1	501	1	1
1388	50101	6000	2	4020001	0	5
1389	50102	6000	2	4020002	0	5
1390	50103	6000	2	4020003	0	5
1391	50200	10000	1	502	1	1
1392	50203	6000	2	4020001	0	5
1393	50205	6000	2	4020002	0	5
1394	50207	6000	2	4020003	0	5
1395	50300	10000	1	503	1	1
1396	50303	6000	2	4020001	0	5
1397	50305	6000	2	4020002	0	5
1398	50307	6000	2	4020003	0	5
1399	50400	6000	2	4080001	0	1
1400	50400	6000	2	4080002	0	1
1401	50400	4000	2	4090006	0	2
1402	50402	6000	2	4020002	0	5
1403	50403	6000	2	4020004	0	5
1404	50403	2000	2	4020002	0	3
1405	50403	5000	2	4020003	0	2
1406	50405	6000	2	4020005	0	5
1407	50405	2000	2	4020001	0	3
1408	50405	5000	2	4020003	0	2
1409	50407	6000	2	4020006	0	5
1410	50407	2000	2	4020001	0	3
1411	50407	5000	2	4020002	0	2
1412	50500	6000	2	4080001	0	2
1413	50500	6000	2	4080002	0	1
1414	50500	4000	2	4090006	0	2
1415	50502	6000	2	4020004	0	5
1416	50505	6000	2	4020006	0	5
1417	50508	6000	2	4020005	0	5
1418	50600	10000	1	506	1	1
1419	50601	6000	2	4020007	0	5
1420	50601	2000	2	4020005	0	3
1421	50601	5000	2	4020006	0	2
1422	50605	6000	2	4020008	0	5
1423	50605	2000	2	4020004	0	3
1424	50605	5000	2	4020006	0	2
1425	50608	6000	2	4020009	0	5
1426	50608	2000	2	4020004	0	3
1427	50608	5000	2	4020005	0	2
1428	50700	6000	2	4080002	0	2
1429	50700	6000	2	4080001	0	1
1430	50700	4000	2	4090006	0	2
1431	50701	6000	2	4020007	0	5
1432	50701	2000	2	4020006	0	3
1433	50705	6000	2	4020009	0	5
1434	50705	2000	2	4020005	0	3
1435	50708	6000	2	4020008	0	5
1436	50708	2000	2	4020004	0	3
1437	50800	6000	2	4080002	0	2
1438	50800	6000	2	4080001	0	2
1439	50800	4000	2	4090006	0	2
1440	50801	6000	2	4020010	0	5
1441	50801	2000	2	4020008	0	3
1442	50801	5000	2	4020003	0	2
1443	50805	6000	2	4020011	0	5
1444	50805	2000	2	4020009	0	3
1445	50805	5000	2	4020002	0	2
1446	50808	6000	2	4020012	0	5
1447	50808	2000	2	4020007	0	3
1448	50808	5000	2	4020008	0	2
1449	50900	10000	1	509	1	1
1450	50901	6000	2	4020010	0	5
1451	50901	2000	2	4020009	0	3
1452	50905	6000	2	4020012	0	5
1453	50905	2000	2	4020008	0	3
1454	50908	6000	2	4020011	0	5
1455	50908	2000	2	4020007	0	3
1456	51000	10000	1	510	1	1
1457	51001	6000	2	4020013	0	5
1458	51001	2000	2	4020011	0	3
1459	51001	5000	2	4020006	0	2
1460	51005	6000	2	4020014	0	5
1461	51005	2000	2	4020012	0	3
1462	51005	5000	2	4020004	0	2
1463	51008	6000	2	4020015	0	5
1464	51008	2000	2	4020010	0	3
1465	51008	5000	2	4020005	0	2
1466	51100	6000	2	4080003	0	1
1467	51100	6000	2	4080001	0	1
1468	51100	4000	2	4090006	0	3
1469	51101	6000	2	4020013	0	5
1470	51101	2000	2	4020012	0	3
1471	51105	6000	2	4020015	0	5
1472	51105	2000	2	4020011	0	3
1473	51108	6000	2	4020014	0	5
1474	51108	2000	2	4020010	0	3
1475	51200	6000	2	4080003	0	1
1476	51200	6000	2	4080001	0	2
1477	51200	4000	2	4090006	0	3
1478	51201	6000	2	4020016	0	5
1479	51201	2000	2	4020009	0	3
1480	51205	6000	2	4020017	0	5
1481	51205	2000	2	4020007	0	3
1482	51208	6000	2	4020018	0	5
1483	51208	2000	2	4020008	0	3
1484	51300	6000	2	4080003	0	1
1485	51300	6000	2	4080002	0	1
1486	51300	4000	2	4090006	0	3
1487	51301	6000	2	4020016	0	5
1488	51305	6000	2	4020017	0	5
1489	51308	6000	2	4020018	0	5
1490	51400	6000	2	4080003	0	1
1491	51400	6000	2	4080002	0	1
1492	51400	6000	2	4080001	0	1
1493	51400	4000	2	4090006	0	3
1494	51401	6000	2	4020019	0	5
1495	51401	2000	2	4020012	0	3
1496	51405	6000	2	4020020	0	5
1497	51405	2000	2	4020010	0	3
1498	51408	6000	2	4020021	0	5
1499	51408	2000	2	4020011	0	3
1500	51500	6000	2	4080003	0	1
1501	51500	6000	2	4080002	0	1
1502	51500	6000	2	4080001	0	2
1503	51500	4000	2	4090006	0	3
1504	51501	6000	2	4020019	0	5
1505	51505	6000	2	4020020	0	5
1506	51508	6000	2	4020021	0	5
1507	51600	6000	2	4080003	0	1
1508	51600	6000	2	4080002	0	2
1509	51600	4000	2	4090006	0	3
1510	51601	6000	2	4020022	0	5
1511	51601	2000	2	4020015	0	3
1512	51605	6000	2	4020023	0	5
1513	51605	2000	2	4020013	0	3
1514	51608	6000	2	4020024	0	5
1515	51608	2000	2	4020014	0	3
1516	51700	6000	2	4080003	0	1
1517	51700	6000	2	4080002	0	2
1518	51700	6000	2	4080001	0	1
1519	51700	4000	2	4090006	0	3
1520	51701	6000	2	4020022	0	5
